episode_id,channel,ground_truth,decoded_intent,duration_min,is_training,correct,repair_outcome,recovered,abstained,forced_commit_error
67,base,1,11,0.37481903949254913,,0,,,,
68,base,1,1,0.5232766883452957,,1,,,,
69,base,1,1,0.760322607409014,,1,,,,
70,base,1,3,0.3065801592667475,,0,,,,
71,base,1,1,0.3887428945371673,,1,,,,
72,base,1,1,0.4030538431822909,,1,,,,
73,base,1,1,0.5451843663327008,,1,,,,
74,base,1,1,0.43733229740624613,,1,,,,
75,base,1,1,0.3328875191926406,,1,,,,
76,base,1,1,0.44566463228463804,,1,,,,
77,base,1,1,0.46067693088118505,,1,,,,
78,base,1,1,0.41132118240945365,,1,,,,
79,base,1,1,0.3782391114339091,,1,,,,
80,base,1,1,0.6600873235005716,,1,,,,
81,base,1,1,0.5233108460589391,,1,,,,
82,base,1,1,0.5321528313619891,,1,,,,
83,base,1,1,0.4374895243577731,,1,,,,
84,base,1,1,0.3999685014319021,,1,,,,
85,base,1,1,0.4146150735965464,,1,,,,
86,base,1,1,0.3575298372129145,,1,,,,
87,base,1,1,0.5979361698774668,,1,,,,
88,base,1,1,0.4404921762116998,,1,,,,
89,base,1,1,0.5692546629324166,,1,,,,
90,base,1,1,0.41791609437459015,,1,,,,
91,base,1,1,0.48610455849025586,,1,,,,
92,base,1,1,0.4650894633878057,,1,,,,
93,base,1,8,0.3517704833174367,,0,,,,
94,base,1,1,0.6137007383492399,,1,,,,
95,base,1,1,0.42000804462368074,,1,,,,
96,base,1,1,0.3686985453915684,,1,,,,
97,base,1,1,0.5052464882845401,,1,,,,
98,base,1,7,0.43695397143754705,,0,,,,
99,base,1,1,0.5797484588324443,,1,,,,
100,base,2,2,0.5053021491749976,,1,,,,
101,base,2,2,0.4460710616655736,,1,,,,
102,base,2,2,0.361355136322903,,1,,,,
103,base,2,2,0.4237337726957996,,1,,,,
104,base,2,2,0.3544250480485317,,1,,,,
105,base,2,2,0.41244261657491665,,1,,,,
106,base,2,2,0.5390153188187787,,1,,,,
107,base,2,2,0.5724808253929304,,1,,,,
108,base,2,2,0.39701652823869926,,1,,,,
109,base,2,2,0.47007723227473075,,1,,,,
110,base,2,2,0.37020530486442893,,1,,,,
111,base,2,2,0.46887147116030764,,1,,,,
112,base,2,8,0.6308572525590762,,0,,,,
113,base,2,11,0.3457887441112004,,0,,,,
114,base,2,2,0.47630408457760953,,1,,,,
115,base,2,2,0.3946552077631859,,1,,,,
116,base,2,2,0.30574014976326563,,1,,,,
117,base,2,2,0.37167246226016676,,1,,,,
118,base,2,2,0.6699714742088545,,1,,,,
119,base,2,2,0.38429582849356375,,1,,,,
120,base,2,2,0.3279484634202509,,1,,,,
121,base,2,2,0.6601796948778027,,1,,,,
122,base,2,2,0.36938009389447424,,1,,,,
123,base,2,2,0.7591198523983427,,1,,,,
124,base,2,2,0.42113892633531747,,1,,,,
125,base,2,2,0.6142568473016389,,1,,,,
126,base,2,2,0.43056468603223097,,1,,,,
127,base,2,11,0.48663067906257673,,0,,,,
128,base,2,2,0.4392898514831937,,1,,,,
129,base,2,2,0.431115617783907,,1,,,,
130,base,2,2,0.4692042444576561,,1,,,,
131,base,2,2,0.4898623909280602,,1,,,,
132,base,2,2,0.46276754331973247,,1,,,,
133,base,2,2,0.4543262468335479,,1,,,,
134,base,2,2,0.39519018764289865,,1,,,,
135,base,2,2,0.44218838206690053,,1,,,,
136,base,2,2,0.597319093281377,,1,,,,
137,base,2,2,0.3922491736894387,,1,,,,
138,base,2,2,0.4716588608359341,,1,,,,
139,base,2,2,0.5576063872743513,,1,,,,
140,base,2,2,0.4906217161784729,,1,,,,
141,base,2,2,0.5317569422353848,,1,,,,
142,base,2,5,0.4133824185445079,,0,,,,
143,base,2,2,0.45426994164576867,,1,,,,
144,base,2,2,0.44169504234727475,,1,,,,
145,base,2,2,0.4625288044674604,,1,,,,
146,base,2,2,0.2835104727483319,,1,,,,
147,base,2,2,0.464527062724399,,1,,,,
148,base,2,2,0.42086114529463364,,1,,,,
149,base,2,2,0.47736756460201996,,1,,,,
150,base,3,3,0.3414333630739129,,1,,,,
151,base,3,3,0.42416097559522015,,1,,,,
152,base,3,3,0.3723096315103124,,1,,,,
153,base,3,3,0.5686445860113232,,1,,,,
154,base,3,2,0.614656559349186,,0,,,,
155,base,3,3,0.48700928322846904,,1,,,,
156,base,3,3,0.487001085161233,,1,,,,
157,base,3,3,0.4266076810409129,,1,,,,
158,base,3,3,0.3969106905586696,,1,,,,
159,base,3,3,0.3639996589201292,,1,,,,
160,base,3,3,0.4348192347453852,,1,,,,
161,base,3,3,0.5151221210140904,,1,,,,
162,base,3,3,0.5132623034019339,,1,,,,
163,base,3,11,0.3644124345282176,,0,,,,
164,base,3,3,0.5906766243612219,,1,,,,
165,base,3,3,0.3968030673589747,,1,,,,
166,base,3,5,0.45266319926756654,,0,,,,
167,base,3,3,0.39879293920693143,,1,,,,
168,base,3,3,0.40014666976401164,,1,,,,
169,base,3,3,0.5021127257472376,,1,,,,
170,base,3,3,0.475341547964624,,1,,,,
171,base,3,3,0.48480552644915126,,1,,,,
172,base,3,3,0.3104009015986005,,1,,,,
173,base,3,1,0.33851235497121307,,0,,,,
174,base,3,3,0.4808482698528775,,1,,,,
175,base,3,3,0.40605057616993806,,1,,,,
176,base,3,3,0.5454289028376242,,1,,,,
177,base,3,5,0.46939270559626517,,0,,,,
178,base,3,3,0.38523187861719266,,1,,,,
179,base,3,3,0.4378137216700333,,1,,,,
180,base,3,3,0.5387307700877033,,1,,,,
181,base,3,3,0.4399873415556853,,1,,,,
182,base,3,3,0.3936261895983133,,1,,,,
183,base,3,7,0.5238665189548994,,0,,,,
184,base,3,3,0.5716120282981022,,1,,,,
185,base,3,3,0.5236246939608488,,1,,,,
186,base,3,3,0.6841828050954052,,1,,,,
187,base,3,3,0.3137553588161962,,1,,,,
188,base,3,3,0.4144124298023106,,1,,,,
189,base,3,3,0.5696184245462532,,1,,,,
190,base,3,3,0.35922577273331724,,1,,,,
191,base,3,3,0.3900609662248128,,1,,,,
192,base,3,3,0.49452682409271376,,1,,,,
193,base,3,3,0.34895735531561006,,1,,,,
194,base,3,0,0.45442424776159684,,0,,,,
195,base,3,3,0.4887919904988689,,1,,,,
196,base,3,3,0.46133803573969434,,1,,,,
197,base,3,3,0.46895444433061334,,1,,,,
198,base,3,3,0.3963930999220655,,1,,,,
199,base,3,3,0.46622450111392477,,1,,,,
200,base,4,4,0.41921091558909407,,1,,,,
201,base,4,4,0.42897412405449753,,1,,,,
202,base,4,4,0.5224665749100568,,1,,,,
203,base,4,4,0.3563390138144095,,1,,,,
204,base,4,4,0.29565601917739825,,1,,,,
205,base,4,4,0.5149890739024898,,1,,,,
206,base,4,6,0.5474694889388958,,0,,,,
207,base,4,4,0.4444345297763019,,1,,,,
208,base,4,4,0.44212488083941365,,1,,,,
209,base,4,4,0.4575244753340374,,1,,,,
210,base,4,4,0.40433976191756676,,1,,,,
211,base,4,4,0.38351682385631053,,1,,,,
212,base,4,4,0.5200333198995306,,1,,,,
213,base,4,1,0.3508837282345166,,0,,,,
214,base,4,4,0.3731385034773274,,1,,,,
215,base,4,4,0.43950627105723244,,1,,,,
216,base,4,4,0.5318391219433429,,1,,,,
217,base,4,4,0.4087670933200633,,1,,,,
218,base,4,11,0.4860287906125764,,0,,,,
219,base,4,4,0.4774248394199111,,1,,,,
220,base,4,4,0.5707587869633836,,1,,,,
221,base,4,4,0.3449547247228251,,1,,,,
222,base,4,4,0.4239348177900755,,1,,,,
223,base,4,10,0.48215009362428984,,0,,,,
224,base,4,4,0.4791564891258783,,1,,,,
225,base,4,4,0.6539978591585989,,1,,,,
226,base,4,4,0.4631643179762194,,1,,,,
227,base,4,4,0.38646008775711044,,1,,,,
228,base,4,4,0.4479099779433453,,1,,,,
229,base,4,4,0.38731611634251983,,1,,,,
230,base,4,4,0.3098568957506232,,1,,,,
231,base,4,4,0.41433964311151994,,1,,,,
232,base,4,4,0.6377518080109033,,1,,,,
233,base,4,4,0.3784451627086346,,1,,,,
234,base,4,4,0.41820573491075874,,1,,,,
235,base,4,4,0.4652645644775971,,1,,,,
236,base,4,4,0.42334229322765343,,1,,,,
237,base,4,4,0.36639013270927606,,1,,,,
238,base,4,4,0.7182580126206275,,1,,,,
239,base,4,4,0.5824400105484385,,1,,,,
240,base,4,6,0.44542398674998707,,0,,,,
241,base,4,4,0.3910911884568211,,1,,,,
242,base,4,4,0.3860515418698324,,1,,,,
243,base,4,4,0.5024494544242135,,1,,,,
244,base,4,4,0.5470822974953379,,1,,,,
245,base,4,4,0.4274010547558156,,1,,,,
246,base,4,4,0.42567937956244345,,1,,,,
247,base,4,4,0.3236279286686733,,1,,,,
248,base,4,4,0.31447400686345134,,1,,,,
249,base,4,4,0.5752143673662946,,1,,,,
250,base,5,5,0.39533801801505003,,1,,,,
251,base,5,5,0.2639164014839215,,1,,,,
252,base,5,4,0.6957026102986394,,0,,,,
253,base,5,5,0.4068825509835153,,1,,,,
254,base,5,5,0.3397720933677658,,1,,,,
255,base,5,5,0.45813024797392404,,1,,,,
256,base,5,5,0.518838513108439,,1,,,,
257,base,5,5,0.5075251498403867,,1,,,,
258,base,5,5,0.5289290787726699,,1,,,,
259,base,5,4,0.38354707518559183,,0,,,,
260,base,5,0,0.4347650043182463,,0,,,,
261,base,5,5,0.4155451009539879,,1,,,,
262,base,5,5,0.46077738467883206,,1,,,,
263,base,5,5,0.5963911994519628,,1,,,,
264,base,5,5,0.3798762742020024,,1,,,,
265,base,5,4,0.33947861311513927,,0,,,,
266,base,5,5,0.4084088457550029,,1,,,,
267,base,5,5,0.29244620285187584,,1,,,,
268,base,5,5,0.33218210100241735,,1,,,,
269,base,5,6,0.47051481436730436,,0,,,,
270,base,5,5,0.4299374015733402,,1,,,,
271,base,5,5,0.4667797252920596,,1,,,,
272,base,5,5,0.5110566873124373,,1,,,,
273,base,5,5,0.4822942531729316,,1,,,,
274,base,5,5,0.47466192933000845,,1,,,,
275,base,5,10,0.4258012139595584,,0,,,,
276,base,5,5,0.37369512906484914,,1,,,,
277,base,5,5,0.38347102597277183,,1,,,,
278,base,5,5,0.47790917591616316,,1,,,,
279,base,5,5,0.39207424910123884,,1,,,,
280,base,5,5,0.514060963153205,,1,,,,
281,base,5,5,0.4001032651740206,,1,,,,
282,base,5,5,0.46548637584983077,,1,,,,
283,base,5,5,0.4445271516596401,,1,,,,
284,base,5,5,0.3827195674785585,,1,,,,
285,base,5,5,0.346325656242867,,1,,,,
286,base,5,5,0.5633373109460528,,1,,,,
287,base,5,5,0.480424151933836,,1,,,,
288,base,5,5,0.36544105864065496,,1,,,,
289,base,5,5,0.37102284551069925,,1,,,,
290,base,5,5,0.644684440986624,,1,,,,
291,base,5,5,0.3870307588210026,,1,,,,
292,base,5,5,0.601392914912172,,1,,,,
293,base,5,11,0.4706308763665424,,0,,,,
294,base,5,5,0.33426394523767883,,1,,,,
295,base,5,5,0.4169633772499683,,1,,,,
296,base,5,5,0.5208779819228007,,1,,,,
297,base,5,5,0.3269327237715876,,1,,,,
298,base,5,5,0.40556882303591496,,1,,,,
299,base,5,5,0.40193156033636945,,1,,,,
300,base,6,6,0.49603737301612544,,1,,,,
301,base,6,9,0.3322341746587688,,0,,,,
302,base,6,6,0.3735575715770606,,1,,,,
303,base,6,6,0.3482690747782593,,1,,,,
304,base,6,6,0.38918693464966697,,1,,,,
305,base,6,6,0.5116983070536619,,1,,,,
306,base,6,6,0.4029174726677142,,1,,,,
307,base,6,6,0.41568599140511436,,1,,,,
308,base,6,6,0.47231777130404345,,1,,,,
309,base,6,6,0.48982692556440477,,1,,,,
310,base,6,6,0.4178626060218277,,1,,,,
311,base,6,6,0.3731356749474879,,1,,,,
312,base,6,7,0.6013735217299896,,0,,,,
313,base,6,4,0.31754410924928944,,0,,,,
314,base,6,6,0.4274030383580779,,1,,,,
315,base,6,10,0.36827787016881613,,0,,,,
316,base,6,6,0.4945552680389549,,1,,,,
317,base,6,6,0.5103531792964381,,1,,,,
318,base,6,2,0.4234896411049107,,0,,,,
319,base,6,6,0.5027001156814263,,1,,,,
320,base,6,10,0.35799062788209923,,0,,,,
321,base,6,6,0.4635146117407517,,1,,,,
322,base,6,9,0.4361108659291573,,0,,,,
323,base,6,6,0.36891794836635683,,1,,,,
324,base,6,6,0.47662958137443334,,1,,,,
325,base,6,6,0.46460095849992195,,1,,,,
326,base,6,6,0.42452252891526604,,1,,,,
327,base,6,0,0.4485796573091201,,0,,,,
328,base,6,6,0.42310747035290763,,1,,,,
329,base,6,11,0.336443113629477,,0,,,,
330,base,6,9,0.4095906381781924,,0,,,,
331,base,6,6,0.5182820070915002,,1,,,,
332,base,6,6,0.395737104964134,,1,,,,
333,base,6,6,0.5230583386923295,,1,,,,
334,base,6,6,0.6909835335831608,,1,,,,
335,base,6,6,0.48252568291003656,,1,,,,
336,base,6,6,0.5212695293867219,,1,,,,
337,base,6,6,0.5637202311155458,,1,,,,
338,base,6,6,0.4160786220159036,,1,,,,
339,base,6,6,0.5188381021407681,,1,,,,
340,base,6,6,0.41432732187878574,,1,,,,
341,base,6,3,0.43052720367845404,,0,,,,
342,base,6,6,0.30004356190144676,,1,,,,
343,base,6,6,0.39088470432456457,,1,,,,
344,base,6,6,0.3783397732005469,,1,,,,
345,base,6,6,0.43400182751299554,,1,,,,
346,base,6,6,0.4305815193114684,,1,,,,
347,base,6,6,0.44541024900471116,,1,,,,
348,base,6,6,0.37750167126211215,,1,,,,
349,base,6,6,0.4975949513803686,,1,,,,
350,base,7,7,0.5056247670481572,,1,,,,
351,base,7,7,0.5105798493710797,,1,,,,
352,base,7,1,0.44902220713737456,,0,,,,
353,base,7,7,0.36154525353213157,,1,,,,
354,base,7,7,0.5091193197980008,,1,,,,
355,base,7,7,0.3743671993035718,,1,,,,
356,base,7,7,0.5513065337660376,,1,,,,
357,base,7,7,0.3437286777116607,,1,,,,
358,base,7,7,0.5853791627746642,,1,,,,
359,base,7,7,0.5166494954331515,,1,,,,
360,base,7,7,0.36787055560464293,,1,,,,
361,base,7,7,0.4547450636857624,,1,,,,
362,base,7,7,0.4350525395618481,,1,,,,
363,base,7,8,0.5176222415495206,,0,,,,
364,base,7,7,0.3361880324341425,,1,,,,
365,base,7,7,0.5389170992461109,,1,,,,
366,base,7,7,0.3744788923872188,,1,,,,
367,base,7,8,0.45809374681870246,,0,,,,
368,base,7,1,0.4938249715204031,,0,,,,
369,base,7,7,0.38317203691692825,,1,,,,
370,base,7,7,0.4264008797550947,,1,,,,
371,base,7,7,0.6506836633527048,,1,,,,
372,base,7,2,0.5521039511257072,,0,,,,
373,base,7,9,0.5049100711433858,,0,,,,
374,base,7,7,0.5635112686207564,,1,,,,
375,base,7,7,0.5141166294697437,,1,,,,
376,base,7,7,0.47846833645933945,,1,,,,
377,base,7,7,0.4568245392043303,,1,,,,
378,base,7,7,0.35740736525494443,,1,,,,
379,base,7,7,0.6142897633617792,,1,,,,
380,base,7,7,0.4711544680052619,,1,,,,
381,base,7,7,0.45097736748017964,,1,,,,
382,base,7,7,0.36960051607789624,,1,,,,
383,base,7,7,0.45491793947387643,,1,,,,
384,base,7,11,0.4458720835225804,,0,,,,
385,base,7,7,0.6219182123908519,,1,,,,
386,base,7,7,0.45092803619852784,,1,,,,
387,base,7,9,0.43386050505075496,,0,,,,
388,base,7,7,0.43792963412821656,,1,,,,
389,base,7,7,0.35931189002252334,,1,,,,
390,base,7,7,0.4828351164454623,,1,,,,
391,base,7,5,0.44017146668664237,,0,,,,
392,base,7,7,0.5445217332760401,,1,,,,
393,base,7,5,0.3865029202900261,,0,,,,
394,base,7,7,0.4787968839489106,,1,,,,
395,base,7,7,0.5673447722434811,,1,,,,
396,base,7,7,0.4394159349709809,,1,,,,
397,base,7,10,0.42488068796126494,,0,,,,
398,base,7,7,0.43392538640488554,,1,,,,
399,base,7,7,0.47095702577404336,,1,,,,
400,base,8,8,0.4018969400409594,,1,,,,
401,base,8,4,0.47021327707179905,,0,,,,
402,base,8,8,0.36655565404007323,,1,,,,
403,base,8,8,0.5829185288772282,,1,,,,
404,base,8,1,0.4765257161845676,,0,,,,
405,base,8,8,0.30743072642534713,,1,,,,
406,base,8,8,0.45236409394213545,,1,,,,
407,base,8,8,0.4405736504492091,,1,,,,
408,base,8,8,0.2781435604248871,,1,,,,
409,base,8,7,0.3673250111379726,,0,,,,
410,base,8,3,0.39296754967682157,,0,,,,
411,base,8,2,0.5818396729951263,,0,,,,
412,base,8,8,0.423595301679316,,1,,,,
413,base,8,10,0.4528909412117127,,0,,,,
414,base,8,8,0.4425059124495972,,1,,,,
415,base,8,8,0.4805988775781327,,1,,,,
416,base,8,8,0.52451760167618,,1,,,,
417,base,8,8,0.5357497669811243,,1,,,,
418,base,8,2,0.5299569768756631,,0,,,,
419,base,8,8,0.4731399619558688,,1,,,,
420,base,8,8,0.4781060384034991,,1,,,,
421,base,8,8,0.3175367421287197,,1,,,,
422,base,8,2,0.3770900759637156,,0,,,,
423,base,8,8,0.4452934748630256,,1,,,,
424,base,8,0,0.5226088654919543,,0,,,,
425,base,8,8,0.4182158588590306,,1,,,,
426,base,8,8,0.44624220899347233,,1,,,,
427,base,8,8,0.37533796189769825,,1,,,,
428,base,8,0,0.45513223771427136,,0,,,,
429,base,8,8,0.3163031608590376,,1,,,,
430,base,8,8,0.43245292026267457,,1,,,,
431,base,8,8,0.44773911964963775,,1,,,,
432,base,8,10,0.368429250727914,,0,,,,
433,base,8,7,0.3696103299384518,,0,,,,
434,base,8,8,0.563032926768538,,1,,,,
435,base,8,8,0.2868448883119243,,1,,,,
436,base,8,5,0.40701758179180375,,0,,,,
437,base,8,8,0.4531359473114227,,1,,,,
438,base,8,8,0.543553812479685,,1,,,,
439,base,8,8,0.3853031203364254,,1,,,,
440,base,8,8,0.34132394449053965,,1,,,,
441,base,8,8,0.4583839518961242,,1,,,,
442,base,8,8,0.5989255393059604,,1,,,,
443,base,8,3,0.6520369639266553,,0,,,,
444,base,8,4,0.4556992750154149,,0,,,,
445,base,8,10,0.39304791680835727,,0,,,,
446,base,8,8,0.49732928835167667,,1,,,,
447,base,8,8,0.5375278157378189,,1,,,,
448,base,8,3,0.37838881470242763,,0,,,,
449,base,8,8,0.5751694833049011,,1,,,,
450,base,9,9,0.4249724758032115,,1,,,,
451,base,9,7,0.4597616659745547,,0,,,,
452,base,9,1,0.6314628180024211,,0,,,,
453,base,9,9,0.4847969773315995,,1,,,,
454,base,9,9,0.45617475675569275,,1,,,,
455,base,9,9,0.4878197215954511,,1,,,,
456,base,9,9,0.6053328683405592,,1,,,,
457,base,9,9,0.5003791055627128,,1,,,,
458,base,9,9,0.44293798393565137,,1,,,,
459,base,9,9,0.5259057097715526,,1,,,,
460,base,9,3,0.5278427912286389,,0,,,,
461,base,9,9,0.5585268593251258,,1,,,,
462,base,9,9,0.4220914032499211,,1,,,,
463,base,9,9,0.2655333899002855,,1,,,,
464,base,9,6,0.3299774007142504,,0,,,,
465,base,9,9,0.4903909173123409,,1,,,,
466,base,9,9,0.39586340513648116,,1,,,,
467,base,9,9,0.4124529584214703,,1,,,,
468,base,9,9,0.44984451875936715,,1,,,,
469,base,9,6,0.6020165727976636,,0,,,,
470,base,9,3,0.44119927382071383,,0,,,,
471,base,9,9,0.35198694448115286,,1,,,,
472,base,9,9,0.39372512196979614,,1,,,,
473,base,9,9,0.4528123132613906,,1,,,,
474,base,9,9,0.4414809343261353,,1,,,,
475,base,9,9,0.5028410613263475,,1,,,,
476,base,9,9,0.3730684104624528,,1,,,,
477,base,9,9,0.41781006769959966,,1,,,,
478,base,9,9,0.48742375122109033,,1,,,,
479,base,9,2,0.34162677379332096,,0,,,,
480,base,9,9,0.5137067305046334,,1,,,,
481,base,9,4,0.3494914665144205,,0,,,,
482,base,9,10,0.4261434497376328,,0,,,,
483,base,9,9,0.5263401056407337,,1,,,,
484,base,9,5,0.5701577059326793,,0,,,,
485,base,9,9,0.47949679588890737,,1,,,,
486,base,9,9,0.4599232435159385,,1,,,,
487,base,9,2,0.5219246070444098,,0,,,,
488,base,9,9,0.3946407803191378,,1,,,,
489,base,9,9,0.5043908435412766,,1,,,,
490,base,9,9,0.47841826372991,,1,,,,
491,base,9,9,0.4206394777594537,,1,,,,
492,base,9,9,0.48175671761334943,,1,,,,
493,base,9,9,0.5833938088428573,,1,,,,
494,base,9,8,0.3728363990712051,,0,,,,
495,base,9,9,0.45424594485859626,,1,,,,
496,base,9,9,0.42352723806535003,,1,,,,
497,base,9,9,0.47838944907258424,,1,,,,
498,base,9,7,0.4844512005909195,,0,,,,
499,base,9,9,0.3079126014699358,,1,,,,
500,base,10,5,0.45293035393391917,,0,,,,
501,base,10,10,0.5431814315588078,,1,,,,
502,base,10,5,0.46672820749756067,,0,,,,
503,base,10,10,0.4910650398243235,,1,,,,
504,base,10,10,0.4498872093707023,,1,,,,
505,base,10,10,0.40701447116003525,,1,,,,
506,base,10,8,0.378942718705916,,0,,,,
507,base,10,10,0.5102952730422201,,1,,,,
508,base,10,10,0.3923009835380855,,1,,,,
509,base,10,10,0.40849036140170414,,1,,,,
510,base,10,8,0.3788858804058917,,0,,,,
511,base,10,11,0.43377034608666787,,0,,,,
512,base,10,7,0.6988044937282589,,0,,,,
513,base,10,10,0.5865220156520025,,1,,,,
514,base,10,10,0.4845683661627302,,1,,,,
515,base,10,10,0.4875039583218526,,1,,,,
516,base,10,10,0.5846285073984381,,1,,,,
517,base,10,2,0.4007194278029677,,0,,,,
518,base,10,10,0.3710342303153132,,1,,,,
519,base,10,8,0.5836901371885022,,0,,,,
520,base,10,10,0.43433153890664916,,1,,,,
521,base,10,10,0.4318053487588317,,1,,,,
522,base,10,2,0.46874976270914875,,0,,,,
523,base,10,10,0.746134245513653,,1,,,,
524,base,10,1,0.5826587094830766,,0,,,,
525,base,10,10,0.4379142024407425,,1,,,,
526,base,10,1,0.4590314900012819,,0,,,,
527,base,10,10,0.3498791621954706,,1,,,,
528,base,10,1,0.5061492882069312,,0,,,,
529,base,10,10,0.4042168861540065,,1,,,,
530,base,10,10,0.5192239994839741,,1,,,,
531,base,10,10,0.3998772776542229,,1,,,,
532,base,10,11,0.5979463135815924,,0,,,,
533,base,10,4,0.5361998868641941,,0,,,,
534,base,10,10,0.5515130271483835,,1,,,,
535,base,10,10,0.5011723486646185,,1,,,,
536,base,10,10,0.3693433877232233,,1,,,,
537,base,10,6,0.39002844830760536,,0,,,,
538,base,10,10,0.5234739207898407,,1,,,,
539,base,10,8,0.4285237634104194,,0,,,,
540,base,10,10,0.4309400077636499,,1,,,,
541,base,10,10,0.4564437862489892,,1,,,,
542,base,10,10,0.42166826637614996,,1,,,,
543,base,10,10,0.37664183491704634,,1,,,,
544,base,10,10,0.4502518630220614,,1,,,,
545,base,10,10,0.4312975821040829,,1,,,,
546,base,10,10,0.4286409660216512,,1,,,,
547,base,10,2,0.4306717861428766,,0,,,,
548,base,10,0,0.38309778097685454,,0,,,,
549,base,10,10,0.3977382402315879,,1,,,,
550,base,11,11,0.4368364126250294,,1,,,,
551,base,11,6,0.45302558065249376,,0,,,,
552,base,11,11,0.4503076014652996,,1,,,,
553,base,11,11,0.2964022996363872,,1,,,,
554,base,11,11,0.408085549746016,,1,,,,
555,base,11,2,0.5095186106217545,,0,,,,
556,base,11,11,0.41992802117925165,,1,,,,
557,base,11,11,0.5416839727793602,,1,,,,
558,base,11,11,0.5351386893933485,,1,,,,
559,base,11,11,0.40674263457435605,,1,,,,
560,base,11,11,0.45904945292235555,,1,,,,
561,base,11,10,0.2894812707126564,,0,,,,
562,base,11,11,0.36342571147948716,,1,,,,
563,base,11,11,0.4298421774829326,,1,,,,
564,base,11,10,0.37687709899870825,,0,,,,
565,base,11,11,0.7003525977801356,,1,,,,
566,base,11,5,0.42149275577009127,,0,,,,
567,base,11,11,0.31918922488623563,,1,,,,
568,base,11,11,0.3760169513609465,,1,,,,
569,base,11,0,0.3373802153849365,,0,,,,
570,base,11,11,0.4622012766344895,,1,,,,
571,base,11,11,0.48511818193081396,,1,,,,
572,base,11,11,0.5248387193663773,,1,,,,
573,base,11,9,0.44913909176020367,,0,,,,
574,base,11,11,0.42510321401258544,,1,,,,
575,base,11,11,0.5024928199878692,,1,,,,
576,base,11,0,0.5928656319819152,,0,,,,
577,base,11,11,0.42968390847952587,,1,,,,
578,base,11,11,0.6373573008027688,,1,,,,
579,base,11,11,0.36075808325792125,,1,,,,
